昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,主要食草6,主要食草科6,観察タイプ6,利用部位6,利用ステージ6,出典6,食草備考6,主要食草7,主要食草科7,観察タイプ7,利用部位7,利用ステージ7,出典7,食草備考7,主要食草8,主要食草科8,観察タイプ8,利用部位8,利用ステージ8,出典8,食草備考8,主要食草9,主要食草科9,観察タイプ9,利用部位9,利用ステージ9,出典9,食草備考9,主要食草10,主要食草科10,観察タイプ10,利用部位10,利用ステージ10,出典10,食草備考10,発生時期1,発生時期出典1,発生地域1,発生時期備考1,発生時期2,発生時期出典2,発生地域2,発生時期備考2,幼虫期1,幼虫期出典1,幼虫期備考1,追加食草有無,データソース,総合備考,亜族和名
M5509,蛾類,4295,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Sypnoides,,picta,,(Butler),1877,,シラフクチバ,,,,,,,"Sypnoides picta (Butler, 1877)",ノイバラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,エビガライチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,従来の記録はクロシラフクチバと混同している可能性があるので再検討を要する,
M5510,蛾類,4296,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Sypnoides,,fumosus,,(Butler),1877,,クロシラフクチバ,,,,,,,"Sypnoides fumosus (Butler, 1877)",モミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ノイバラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5511,蛾類,4297,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Sypnoides,,hercules,,(Butler),1881,,アヤシラフクチバ,,,,,,,"Sypnoides hercules (Butler, 1881)",ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,イヌブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ウバメガシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5512,蛾類,4298,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Hypersypnoides,,astrigera,,(Butler),1885,,シロテンクチバ,,,,,,,"Hypersypnoides astrigera (Butler, 1885)",クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5513,蛾類,4299,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Hypersypnoides,,submarginata,,(Walker),1865,,オオシロテンクチバ,オオシロテンクチバ,,,,,,"Hypersypnoides submarginata (Walker, 1865)",ハチジョウクサイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ニガイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,キイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5514,蛾類,4300,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Daddala,,lucilla,,(Butler),1881,,ハガタクチバ,,オオシラフクチバ,,,,,"Daddala lucilla (Butler, 1881)",マテバシイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,シラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5515,蛾類,4315,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Bocula,,diffusa,,(Swinhoe),1890,,ツマグロクチバ,,,,,,,Bocula diffusa (Swinhoe, 1890),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5516,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Bocula,,caradrinoides,,Guenée,1852,,マルモンクチバ,,,,,,,Bocula caradrinoides Guenée,1852,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クロヨナ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5517,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Nagadeba,,indecoralis,,Walker,[1866],,ツマグロエグリクチバ,,ツマグロエグリアツバ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5518,蛾類,4322,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Avitta,,puncta,,Wileman,1911,,ウスグロクチバ,,,,,,,"Avitta puncta Wileman, 1911",カゴノキ,クスノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,タブノキ,クスノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,アオガシ,クスノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤブニッケイ,クスノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5519,蛾類,4323,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Sypnini,シラフクチバ族,,,Avitta,,fasciosa,,Moore,1882,,オオトウウスグロクチバ,オオトウウスグロクチバ,,,,,,"Avitta fasciosa Moore, 1882",アオツヅラフジ,ツヅラフジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5520,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Hulodes,,caranea,,(Cramer),1780,,ツマキオオクチバ,,,,,,,Hulodes caranea (Cramer, 1780),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5521,蛾類,4291,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Lacera,,noctilio,,(Fabricius),1794,,コルリモンクチバ,,,,,,,Lacera noctilio (Fabricius, 1794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5522,蛾類,4290,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Lacera,,procellosa,,Butler,1879,,ルリモンクチバ,,,,,,,Lacera procellosa Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5523,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Speiredonia,,inocellata,,Sugi,1996,,ホラズミクチバ,,,,,,,Speiredonia inocellata Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5524,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Speiredonia,,obscura,,(Cramer),1780,,ミカヅキホラズミクチバ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5525,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Speiredonia,,mutabilis,,(Fabricius),1794,,ルリイロホラズミクチバ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5526,蛾類,4302,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Ericeia,,inangulata,,(Guenée),1852,,ヤエヤマウスムラサキクチバ,ヤエヤマウスムラサキクチバ,,,,,,Ericeia inangulata (Guenée, 1852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5527,蛾類,4305,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Ericeia,,pertendens,,(Walker),1858,,ウスムラサキクチバ,,,,,,,"Ericeia pertendens (Walker, 1858)",クマヤナギ,クロウメモドキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5528,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Ericeia,,"sp. 1 of Kishida, 2011",,,,,ホソバウスムラサキクチバ,,,,,,,Ericeia sp. 1,ソウシジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ナンバンサイカチ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5529,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Ericeia,,"sp. 2 of Kishida, 2011",,,,,マダラウスムラサキクチバ,,,,,,,Ericeia sp. 2,ソウシジュ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5530,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Hulodini,ツマキオオクチバ族,,,Ericeia,,eriophora,,(Guenée),1852,,ミカヅキウスムラサキクチバ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5531,蛾類,4301,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Pandesmini,ハイイロクチバ族,,,Polydesma,,boarmoides,,Guenée,1852,,サザナミクチバ,,,,,,,"Polydesma boarmoides Guenée,1852",アメリカネムノキ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外では; アカシア; ネムノキ(マメ科)が知られ; ハワイでは; 時にキンキジュ (マメ科)に大きな被害を与えることが知られる,
M5532,蛾類,4306,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Pandesmini,ハイイロクチバ族,,,Pandesma,,quenavadi,,Guenée,1852,,ハイイロクチバ,,,,,,,"Pandesma quenavadi Guenée,1852",日本産蛾類標準図鑑2,,野外（国内）,葉,幼虫,インドではマメ科ネムノキ類が知られる。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5533,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Catephiini,チズモンクチバ族,,,Catephia,,linteola,,Guenée,1852,,バンナモクメクチバ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5534,蛾類,4232,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Catephiini,チズモンクチバ族,,,Avatha,,discolor,,(Fabricius),1794,,チズモンクチバ,,,,,,,Avatha discolor (Fabricius, 1794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5535,蛾類,4293,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,Catephiini,チズモンクチバ族,,,Serrodes,,campana,,Guenée,1852,,ネジロフトクチバ,ネジロフトクチバ,,,,,,"Serrodes campanus (Guenée, 1852)",クスノハカエデ,カエデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ムクロジ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ベトナムおよび中国で Sapindus 属 (ムクロジ科) が知られる,
M5536,蛾類,,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,incertae sedis,シタバガ亜科 族所属不明,,,Chrysopera,,combinans,,(Walker),1857,,アトツマキクチバ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5537,蛾類,4236,Noctuidae,ヤガ科,Catocalinae,シタバガ亜科,incertae sedis,シタバガ亜科 族所属不明,,,Cortyta,,grisea,,(Leech),1900,,シロオビクチバ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5538,蛾類,3962,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Stictoptera,,cucullioides,,Guenée,1852,,スカシホソヤガ,,,,,,,Stictoptera cucullioides Guenée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5539,蛾類,3963,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Aegilia,,describens,,Walker,[1858],,ソリバネホソヤガ,,,,,,,Aegilia describens (Walker, 1858),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5540,蛾類,3964,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Lophoptera,,anthyalus,,(Hampson),1894,,チャマダラホソヤガ,,,,,,,Lophoptera anthyalus (Hampson, 1894),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5541,蛾類,3965,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Lophoptera,,hayesi,,Sugi,1982,,ヤマトホソヤガ,,,,,,,"Lophoptera hayesi Sugi, 1982",クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5542,蛾類,,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Lophoptera,,acuda,,(Swinhoe),1906,,アオフホソヤガ,,,,,,,Lophoptera acuda (Swinhoe, 1906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5543,蛾類,,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Lophoptera,,phaeobasis,,(Hampson),1905,,ネグロホソヤガ,,,,,,,Lophoptera phaeobasis Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5544,蛾類,,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Lophoptera,,squammigera,,Guenée,1852,,シロスジクロホソヤガ,,,,,,,Lophoptera squammigera Guenée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5545,蛾類,,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Odontodes,,uniformis,,Berio,1957,,クロシタホソヤガ,,,,,,,Odontodes uniformis Berio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5546,蛾類,,Noctuidae,ヤガ科,Stictopterinae,ホソヤガ亜科,,,,,Odontodes,,aleuca,,Guenée,1852,,フルカワホソヤガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5547,蛾類,3954,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Penicillaria,,jocosatrix,,Guenée,1852,,ナカジロフサヤガ,,,,,,,Penicillaria jocosatrix Guenée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5548,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Penicillaria,,maculata,,Butler,1889,,オビナカジロフサヤガ,,,,,,,Penicillaria maculata Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5549,蛾類,3955,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Phalga,,clarirena,,(Sugi),1982,,シロモンフサヤガ,,,,,,,Phalga clarirena (Sugi, 1982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5550,蛾類,3956,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Eutelia,,geyeri,,(Felder & Rogenhofer),1874,,フサヤガ,,,,,,,"Eutelia geyeri (Felder & Rogenhofer, 1874)",ヌルデ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤマハゼ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5551,蛾類,3957,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Eutelia,,adulatricoides,,(Mell),1943,,コフサヤガ,,,,,,,"Eutelia adulatricoides (Mell, 1943)",クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ウバメガシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,スルデ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,フウ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ヤマウルシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,ハゼノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5552,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Eutelia,,cuneades,,(Draudt),1950,,キマダラフサヤガ,,,,,,,Eutelia cuneades (Draudt, 1950),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5553,蛾類,3958,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Atacira,,grabczewskii,,(Püngeler),1904,,ニッコウフサヤガ,,,,,,,"Atacira grabczewskii Pungeler, 1903",オオモミジ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5554,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Atacira,,melanephra,,(Hampson),1912,,ウスイロフサヤガ,,,,,,,Atacira melanephra (Hampson, 1912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5555,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Anigraea,,albomaculata,,(Hampson),1894,,カドジロフサヤガ,,,,,,,Anigraea albomaculata Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5556,蛾類,3959,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Anigraea,,"sp. of Kishida, 2011",,,,,カバイロフサヤガ,,,,,,,Anigraea sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5557,蛾類,3960,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Anuga,,japonica,,(Leech),[1889],,ノコバフサヤガ,,,,,,,"Anuga japonica (Leech, 1889)",カジカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5558,蛾類,3961,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Targalla,,delatrix,,(Guenée),1852,,ネグロフサヤガ,,ヒメネグロフサヤガ,,,,,Targalla delatrix (Guenée, 1852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5559,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Targalla,,silvicola,,Watabiki & Yoshimatsu,2014,,マルモンネグロフサヤガ,,,,,出版後の追加,新記録・再分類等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
M5560,蛾類,,Noctuidae,ヤガ科,Euteliinae,フサヤガ亜科,,,,,Chlumetia,,brevisigna,,Holloway,1985,,マンゴーフサヤガ,,,,,,,"Chlumetia brevisigna (Holloway, 1985)",マンゴー,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,
